Latitude ,Longitude ,Month,Day,Year,#/km2,Microplastics #/km^2,Macroplastics # /km^2,Total Wieght (g)/km^2,Microplastics Weight (g)/ km^2,Macroplastics Weight (g) /km^2,Source,Notes,Mesh Size,Conc
36.12475,-4.184458333,5,5,2013,134491,,,98.36780855,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,36.12475-4.1844583333333355201313449198.367808552267CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
36.45497333,-1.891301667,5,5,2013,113371,,,56.17044035,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,36.4549733333333-1.8913016666666755201311337156.1704403535031CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.23880833,-1.250426667,5,5,2013,268857,,,337.283808,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.2388083333333-1.25042666666667552013268857337.283808025049CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.57093333,-0.982,5,6,2013,1224084,,,3621.966467,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.5709333333333-0.98256201312240843621.96646700571CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.48563333,1.447816667,5,7,2013,109537,,,246.3074283,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.48563333333331.44781666666667572013109537246.30742825641CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
38.52776667,5.558518333,5,8,2013,161233,,,498.4814661,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,38.52776666666675.55851833333333582013161233498.481466060986CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
38.52127833,5.557278333,5,8,2013,105505,,,107.7035621,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,38.52127833333335.55727833333333582013105505107.703562134027CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
38.26756667,8.690666667,5,9,2013,549561,,,1130.854613,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,38.26756666666678.690666666666675920135495611130.85461323392CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.11813667,12.679565,5,10,2013,44255,,,4.425534579,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.118136666666712.6795655102013442554.42553457907918CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.03743333,13.18383333,5,11,2013,98441,,,28.30197313,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.037433333333313.183833333333351120139844128.3019731263268CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
36.04146667,15.22678333,5,11,2013,61985,,,44.47184289,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,36.041466666666715.226783333333351120136198544.4718428877092CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
35.11652,18.2948,5,12,2013,93302,,,70.49513217,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,35.1165218.294851220139330270.4951321701898CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
34.88651667,18.55208333,5,13,2013,17186,,,2.776313625,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,34.886516666666718.55208333333335132013171862.77631362526025CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
33.50236667,28.00088333,5,15,2013,104311,,,552.5644382,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,33.502366666666728.00088333333335152013104311552.564438221087CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
33.47421667,28.08473333,5,15,2013,119134,,,485.4609919,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,33.474216666666728.08473333333335152013119134485.460991944972CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
33.08868333,31.75503333,5,16,2013,89340,,,134.1034174,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,33.088683333333331.7550333333333516201389340134.103417446395CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
33.219775,31.98336167,5,17,2013,167390,,,201.7672118,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,33.21977531.98336166666675172013167390201.767211807471CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
34.22639667,33.23083333,5,17,2013,42053,,,91.49320204,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,34.226396666666733.230833333333351720134205391.4932020376889CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
35.37656833,25.47297,5,19,2013,159724,,,435.7998406,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,35.376568333333325.472975192013159724435.799840618226CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
35.70250833,23.419435,5,21,2013,41893,,,74.6364012,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,35.702508333333323.41943552120134189374.6364011987636CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
36.40195833,20.80540833,5,21,2013,42911,,,52.78499376,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,36.401958333333320.805408333333352120134291152.784993757033CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
41.8368,17.2529,5,23,2013,57585,,,267.2068405,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,41.836817.2529523201357585267.20684051845CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
40.2317,18.83187667,5,25,2013,17179,,,18.23199971,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,40.231718.831876666666752520131717918.2319997129427CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
39.0736,18.70028333,5,25,2013,5631,,,3.5,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,39.073618.7002833333333525201356313.5CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.79526667,18.51338333,5,25,2013,88220,,,250.9217344,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.795266666666718.5133833333333525201388220250.921734395737CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
37.8168,15.5,5,26,2013,27637,,,23.00158831,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,37.816815.552620132763723.0015883147535CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
38.854825,14.89363,5,27,2013,28206,,,41.82270637,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,38.85482514.8936352720132820641.8227063675426CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
39.82896167,12.51419833,5,27,2013,35704,,,73.70654245,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,39.828961666666712.514198333333352720133570473.7065424479399CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
39.81943333,12.53478333,5,27,2013,47087,,,113.3410176,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,39.819433333333312.5347833333333527201347087113.341017564612CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
41.334,7.446933333,5,29,2013,8288,,,14.12965973,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,41.3347.446933333333335292013828814.1296597286416CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
41.3145,5.662166667,5,29,2013,81632,,,405.4390133,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,41.31455.66216666666667529201381632405.439013340045CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
41.31575333,5.663508333,5,29,2013,112095,,,304.900915,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,41.31575333333335.663508333333335292013112095304.900914950271CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
40.0695,5.945933333,5,30,2013,64231,,,64.27660349,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,40.06955.9459333333333353020136423164.2766034896983CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
40.07856667,5.930433333,5,30,2013,45122,,,126.3416047,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,40.07856666666675.93043333333333530201345122126.341604694969CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
40.95018333,3.320366667,5,31,2013,412037,,,1628.5357,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,40.95018333333333.3203666666666753120134120371628.53569954602CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
40.94903333,3.320466667,5,31,2013,54096,,,135.2416907,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,40.94903333333333.32046666666667531201354096135.241690667082CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
36.03,-6.65,5,3,2013,,,,0.5,,,Cozar 2015,Corrected for wind. 200um,200um,36.03-6.655320130.5Cozar 2015Corrected for wind. 200um200um
35.95,-5.55,5,4,2013,,,,159,,,Cozar 2015,Corrected for wind. 200um,200um,35.95-5.55542013159Cozar 2015Corrected for wind. 200um200um
36.12,-4.19,5,4,2013,,,,1041.2,,,Cozar 2015,Corrected for wind. 200um,200um,36.12-4.195420131041.2Cozar 2015Corrected for wind. 200um200um
36.12,-4.18,5,5,2013,,,,401.3,,,Cozar 2015,Corrected for wind. 200um,200um,36.12-4.18552013401.3Cozar 2015Corrected for wind. 200um200um
36.45,-1.89,5,5,2013,,,,56.2,,,Cozar 2015,Corrected for wind. 200um,200um,36.45-1.8955201356.2Cozar 2015Corrected for wind. 200um200um
37.24,-1.25,5,5,2013,,,,580.5,,,Cozar 2015,Corrected for wind. 200um,200um,37.24-1.25552013580.5Cozar 2015Corrected for wind. 200um200um
37.57,0.98,5,6,2013,,,,3622,,,Cozar 2015,Corrected for wind. 200um,200um,37.570.985620133622Cozar 2015Corrected for wind. 200um200um
37.49,1.45,5,7,2013,,,,246.3,,,Cozar 2015,Corrected for wind. 200um,200um,37.491.45572013246.3Cozar 2015Corrected for wind. 200um200um
38.53,5.56,5,8,2013,,,,498.5,,,Cozar 2015,Corrected for wind. 200um,200um,38.535.56582013498.5Cozar 2015Corrected for wind. 200um200um
38.52,5.56,5,8,2013,,,,107.7,,,Cozar 2015,Corrected for wind. 200um,200um,38.525.56582013107.7Cozar 2015Corrected for wind. 200um200um
38.27,8.69,5,9,2013,,,,1130.9,,,Cozar 2015,Corrected for wind. 200um,200um,38.278.695920131130.9Cozar 2015Corrected for wind. 200um200um
37.12,12.68,5,10,2013,,,,4.4,,,Cozar 2015,Corrected for wind. 200um,200um,37.1212.6851020134.4Cozar 2015Corrected for wind. 200um200um
37.04,13.18,5,11,2013,,,,351.9,,,Cozar 2015,Corrected for wind. 200um,200um,37.0413.185112013351.9Cozar 2015Corrected for wind. 200um200um
36.04,15.23,5,11,2013,,,,1813.8,,,Cozar 2015,Corrected for wind. 200um,200um,36.0415.2351120131813.8Cozar 2015Corrected for wind. 200um200um
35.12,18.29,5,12,2013,,,,258,,,Cozar 2015,Corrected for wind. 200um,200um,35.1218.295122013258Cozar 2015Corrected for wind. 200um200um
34.89,18.55,5,13,2013,,,,70.2,,,Cozar 2015,Corrected for wind. 200um,200um,34.8918.55513201370.2Cozar 2015Corrected for wind. 200um200um
33.5,28,5,15,2013,,,,1290.9,,,Cozar 2015,Corrected for wind. 200um,200um,33.52851520131290.9Cozar 2015Corrected for wind. 200um200um
33.47,28.08,5,15,2013,,,,553.8,,,Cozar 2015,Corrected for wind. 200um,200um,33.4728.085152013553.8Cozar 2015Corrected for wind. 200um200um
33.09,31.76,5,16,2013,,,,134.1,,,Cozar 2015,Corrected for wind. 200um,200um,33.0931.765162013134.1Cozar 2015Corrected for wind. 200um200um
33.22,31.98,5,17,2013,,,,201.8,,,Cozar 2015,Corrected for wind. 200um,200um,33.2231.985172013201.8Cozar 2015Corrected for wind. 200um200um
34.23,33.23,5,17,2013,,,,420.8,,,Cozar 2015,Corrected for wind. 200um,200um,34.2333.235172013420.8Cozar 2015Corrected for wind. 200um200um
35.38,25.47,5,19,2013,,,,435.8,,,Cozar 2015,Corrected for wind. 200um,200um,35.3825.475192013435.8Cozar 2015Corrected for wind. 200um200um
35.7,23.42,5,21,2013,,,,74.6,,,Cozar 2015,Corrected for wind. 200um,200um,35.723.42521201374.6Cozar 2015Corrected for wind. 200um200um
36.4,20.81,5,21,2013,,,,52.8,,,Cozar 2015,Corrected for wind. 200um,200um,36.420.81521201352.8Cozar 2015Corrected for wind. 200um200um
41.84,17.25,5,23,2013,,,,267.2,,,Cozar 2015,Corrected for wind. 200um,200um,41.8417.255232013267.2Cozar 2015Corrected for wind. 200um200um
40.23,18.83,5,25,2013,,,,114.9,,,Cozar 2015,Corrected for wind. 200um,200um,40.2318.835252013114.9Cozar 2015Corrected for wind. 200um200um
39.07,18.7,5,25,2013,,,,60.1,,,Cozar 2015,Corrected for wind. 200um,200um,39.0718.7525201360.1Cozar 2015Corrected for wind. 200um200um
37.8,18.51,5,25,2013,,,,308.2,,,Cozar 2015,Corrected for wind. 200um,200um,37.818.515252013308.2Cozar 2015Corrected for wind. 200um200um
37.82,15.5,5,26,2013,,,,23,,,Cozar 2015,Corrected for wind. 200um,200um,37.8215.5526201323Cozar 2015Corrected for wind. 200um200um
38.85,14.89,5,27,2013,,,,41.8,,,Cozar 2015,Corrected for wind. 200um,200um,38.8514.89527201341.8Cozar 2015Corrected for wind. 200um200um
39.83,12.51,5,27,2013,,,,80.9,,,Cozar 2015,Corrected for wind. 200um,200um,39.8312.51527201380.9Cozar 2015Corrected for wind. 200um200um
39.82,12.53,5,27,2013,,,,124.6,,,Cozar 2015,Corrected for wind. 200um,200um,39.8212.535272013124.6Cozar 2015Corrected for wind. 200um200um
41.33,7.45,5,29,2013,,,,76.6,,,Cozar 2015,Corrected for wind. 200um,200um,41.337.45529201376.6Cozar 2015Corrected for wind. 200um200um
41.31,5.66,5,29,2013,,,,1519.6,,,Cozar 2015,Corrected for wind. 200um,200um,41.315.6652920131519.6Cozar 2015Corrected for wind. 200um200um
41.32,5.66,5,29,2013,,,,2228.9,,,Cozar 2015,Corrected for wind. 200um,200um,41.325.6652920132228.9Cozar 2015Corrected for wind. 200um200um
40.07,5.95,5,30,2013,,,,64.3,,,Cozar 2015,Corrected for wind. 200um,200um,40.075.95530201364.3Cozar 2015Corrected for wind. 200um200um
40.08,5.93,5,30,2013,,,,175.8,,,Cozar 2015,Corrected for wind. 200um,200um,40.085.935302013175.8Cozar 2015Corrected for wind. 200um200um
40.95,3.32,5,31,2013,,,,1628.5,,,Cozar 2015,Corrected for wind. 200um,200um,40.953.3253120131628.5Cozar 2015Corrected for wind. 200um200um
